Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,market_value
Ritsu Doan,jp JPN,RW,26-212,"Tuesday January 14, 2025",1,2,0.4,0.4,0.0,0.0,1,27,27,27,2,2,0,0,5,2,0.0,0.0,0.0,0,27,0,0,1,21,21,21,0,4,0,22,4,0.0,2,0,2,2,29,3,2,1,0,0.0,30.06.2030,45.519092138245576
Maximilian Beier,de GER,FW,22-164,"Sunday March 30, 2025",2,4,1.4,1.4,0.2,0.2,2,18,18,18,2,2,1,1,2,1,0.2,0.2,0.0,1,17,0,0,0,11,11,11,1,2,0,13,7,50.0,1,0,4,1,24,4,0,0,6,66.7,30.06.2029,86.30251437541284
Hiroki Ito,jp JPN,LB,25-287,"Sunday February 23, 2025",1,1,0.4,0.4,0.2,0.2,1,64,64,64,6,6,1,1,27,1,0.2,0.2,0.2,5,57,7,0,0,58,58,58,0,0,1,21,2,33.3,2,1,1,0,55,4,0,0,1,100.0,30.06.2028,85.5005842891744
Julian Brandt,de GER,"AM,DM",28-177,"Saturday October 26, 2024",0,1,0.0,0.0,0.0,0.0,3,51,51,51,5,5,1,1,14,2,0.0,0.0,0.1,4,48,3,2,5,36,36,36,0,1,0,26,1,50.0,1,4,3,2,40,7,0,5,0,0.0,30.06.2026,10.368229715521204
Konstantinos Koulierakis,gr GRE,CB,21-002,"Saturday November 30, 2024",0,1,0.1,0.1,0.6,0.6,1,43,43,43,0,0,0,0,16,3,0.6,0.6,0.0,0,42,1,0,0,35,35,35,0,5,0,1,1,,0,0,0,1,37,0,1,0,0,,30.06.2029,40.379590461889265
Konstantinos Koulierakis,gr GRE,CB,20-327,"Sunday October 20, 2024",0,1,0.0,0.0,0.0,0.0,0,42,42,42,2,2,0,0,18,2,0.0,0.0,0.0,2,41,1,0,0,31,31,31,0,3,0,1,0,,0,1,0,0,28,0,3,0,3,100.0,30.06.2029,10.01429531617408
Ritsu Doan,jp JPN,RM,26-307,"Saturday April 19, 2025",1,1,0.0,0.0,0.0,0.0,4,31,31,31,4,4,1,1,6,0,0.0,0.0,0.1,2,31,0,0,2,24,24,24,0,1,0,25,2,33.3,2,1,3,2,29,3,2,2,0,0.0,30.06.2030,26.48193801860812
Ritsu Doan,jp JPN,RM,26-175,"Sunday December 8, 2024",0,2,0.1,0.1,0.0,0.0,3,39,39,39,2,2,3,3,8,3,0.0,0.0,0.1,2,39,0,0,1,26,26,26,0,0,0,16,3,60.0,1,2,0,2,32,8,0,1,0,0.0,30.06.2030,38.511508995048125
Konrad Laimer,at AUT,RB,27-327,"Saturday April 19, 2025",1,2,0.4,0.4,0.0,0.0,4,32,32,32,4,4,1,1,14,0,0.0,0.0,0.0,4,29,3,0,0,25,25,25,0,0,0,13,3,100.0,0,1,1,3,26,5,1,0,2,66.7,30.06.2027,33.63947426763316
Ritsu Doan,jp JPN,RW,26-077,"Sunday September 1, 2024",0,3,0.1,0.1,0.0,0.0,2,23,23,23,3,3,2,2,6,2,0.0,0.0,0.0,1,23,0,1,2,14,14,14,0,1,0,12,1,40.0,3,0,1,1,21,1,1,2,0,0.0,30.06.2030,19.07351050924425
Julian Brandt,de GER,AM,28-289,"Saturday February 15, 2025",0,4,0.3,0.3,0.6,0.6,4,50,50,50,5,5,1,1,10,3,0.6,0.6,0.1,4,49,1,0,5,34,34,34,0,0,0,35,2,50.0,0,2,1,2,47,9,0,5,1,33.3,30.06.2026,57.945789217546704
Maximilian Beier,de GER,LW,22-121,"Saturday February 15, 2025",0,2,0.1,0.1,0.0,0.0,0,14,14,14,1,1,1,1,2,0,0.0,0.0,0.0,0,10,3,0,1,9,9,9,1,0,0,17,2,33.3,2,0,0,0,11,5,0,1,0,0.0,30.06.2029,26.195998203692906
Maximilian Beier,de GER,FW,22-085,"Friday January 10, 2025",0,2,0.1,0.1,0.1,0.1,2,18,18,18,3,3,0,0,4,0,0.1,0.1,0.0,2,18,0,0,0,14,14,14,0,1,0,10,4,0.0,1,0,3,0,21,6,1,0,0,,30.06.2029,13.323088886338
Konstantinos Koulierakis,gr GRE,CB,21-010,"Sunday December 8, 2024",0,0,0.0,0.0,0.0,0.0,0,71,71,71,2,2,0,0,28,7,0.0,0.0,0.0,1,62,9,0,0,57,57,57,0,9,0,4,1,,0,0,0,0,50,0,1,0,2,50.0,30.06.2029,27.035058246054444
Maximilian Beier,de GER,FW,21-319,"Saturday August 31, 2024",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0,6,1,0,0,5,5,5,0,2,0,6,0,0.0,2,0,3,2,9,3,0,0,0,0.0,30.06.2029,-15.20771414822589
Julian Brandt,de GER,AM,28-359,"Saturday April 26, 2025",1,2,0.2,0.2,0.1,0.1,4,39,39,39,5,5,1,1,8,3,0.1,0.1,0.2,3,39,0,1,0,35,35,35,0,0,0,21,2,33.3,2,4,1,2,39,6,0,0,0,0.0,30.06.2026,50.01104408891145
Konstantinos Koulierakis,gr GRE,CB,20-333,"Saturday October 26, 2024",0,1,0.0,0.0,0.0,0.0,1,65,65,65,3,3,0,0,41,5,0.0,0.0,0.0,1,60,5,0,0,54,54,54,0,8,0,1,0,,0,1,0,1,50,0,1,0,4,80.0,30.06.2029,10.306445874186078
Donyell Malen,nl NED,RM,26-001,"Friday January 10, 2025",0,1,0.1,0.1,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,3,1,,0,0,0,0,4,2,1,0,0,,-,8.873263963135722
Julian Brandt,de GER,CM,28-253,"Friday January 10, 2025",0,1,0.0,0.0,0.1,0.1,5,62,62,62,8,8,1,1,16,5,0.1,0.1,0.2,7,56,6,1,6,50,50,50,0,0,0,26,3,33.3,2,1,3,1,52,7,1,6,0,,30.06.2026,18.033333926572944
Konrad Laimer,at AUT,"RB,LB",27-264,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,1,31,31,31,2,2,0,0,12,1,0.0,0.0,0.0,3,27,4,0,1,23,23,23,0,2,0,3,0,,0,1,0,1,20,0,2,1,0,0.0,30.06.2027,2.4658822237924465
Ritsu Doan,jp JPN,RW,26-300,"Saturday April 12, 2025",0,3,0.1,0.1,0.3,0.3,3,43,43,43,10,10,1,1,13,1,0.3,0.3,0.6,4,43,0,0,2,38,38,38,0,1,0,36,3,33.3,2,3,2,3,43,10,0,2,0,0.0,30.06.2030,40.93650147809396
Konrad Laimer,at AUT,RB,27-145,"Saturday October 19, 2024",0,1,0.2,0.2,0.0,0.0,0,16,16,16,1,1,0,0,4,0,0.0,0.0,0.0,2,14,2,0,0,15,15,15,0,1,0,9,3,,0,0,1,0,15,0,0,0,0,,30.06.2027,32.596793322796394
Julian Brandt,de GER,AM,29-001,"Saturday May 3, 2025",0,1,0.1,0.1,0.8,0.8,3,40,40,40,8,8,0,0,9,1,0.8,0.8,0.1,3,40,0,0,1,31,31,31,0,0,0,28,4,0.0,2,1,0,3,44,5,0,1,0,,30.06.2026,70.33444406847063
Donyell Malen,nl NED,RM,25-348,"Sunday December 22, 2024",1,3,0.6,0.6,0.2,0.2,3,25,25,25,6,6,1,1,4,0,0.2,0.2,0.2,2,25,0,0,2,17,17,17,0,0,0,18,8,100.0,0,1,0,1,25,12,0,2,0,,-,62.773601643367215
Hiroki Ito,jp JPN,LB,25-279,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,42,42,42,4,4,0,0,13,2,0.0,0.0,0.0,0,35,7,0,0,32,32,32,0,9,0,3,0,,0,1,1,0,30,0,2,0,4,100.0,30.06.2028,2.5041988137212847
Maximilian Beier,de GER,AM,21-346,"Friday September 27, 2024",0,0,0.0,0.0,0.1,0.1,2,4,4,4,0,0,2,2,2,0,0.1,0.1,0.0,0,4,0,0,0,4,4,4,0,0,0,2,2,100.0,0,0,2,1,4,2,1,0,0,,30.06.2029,8.113101656744409
Konstantinos Koulierakis,gr GRE,CB,21-024,"Sunday December 22, 2024",0,0,0.0,0.0,0.0,0.0,2,67,67,67,11,11,1,1,29,5,0.0,0.0,0.1,7,63,4,0,1,58,58,58,0,5,0,6,2,100.0,0,1,0,0,48,0,2,1,1,50.0,30.06.2029,27.22276046910138
Julian Brandt,de GER,AM,28-134,"Friday September 13, 2024",0,0,0.0,0.0,0.3,0.3,4,58,58,58,11,11,2,2,21,1,0.3,0.3,0.3,7,54,4,0,2,50,50,50,0,0,0,20,0,100.0,0,3,1,0,53,6,0,2,0,,30.06.2026,31.578026189324785
Donyell Malen,nl NED,RW,25-248,"Friday September 13, 2024",1,3,0.2,0.2,0.0,0.0,2,26,26,26,2,2,2,2,4,0,0.0,0.0,0.0,0,24,2,0,3,16,16,16,0,1,0,20,7,33.3,3,2,2,0,28,6,0,3,0,,-,51.00129661830803
Konstantinos Koulierakis,gr GRE,CB,21-149,"Saturday April 26, 2025",0,1,0.1,0.1,0.0,0.0,0,53,53,53,5,5,1,1,18,11,0.0,0.0,0.0,5,52,1,0,1,40,40,40,0,7,0,9,1,50.0,1,1,2,0,38,0,0,1,6,60.0,30.06.2029,26.463450601882997
Maximilian Beier,de GER,FW,21-332,"Friday September 13, 2024",0,1,0.1,0.1,0.0,0.0,2,5,5,5,0,0,1,1,1,0,0.0,0.0,0.0,0,4,1,0,0,1,1,1,0,0,0,7,1,33.3,2,0,0,1,6,2,0,0,1,33.3,30.06.2029,13.260240023475816
Ritsu Doan,jp JPN,RW,26-188,"Saturday December 21, 2024",0,1,0.0,0.0,0.0,0.0,0,7,7,7,1,1,1,1,0,1,0.0,0.0,0.0,0,7,0,0,0,6,6,6,0,0,0,3,1,100.0,0,0,3,1,9,2,1,0,0,0.0,30.06.2030,-15.448955999036627
Konstantinos Koulierakis,gr GRE,CB,21-156,"Saturday May 3, 2025",0,3,0.1,0.1,0.0,0.0,1,49,49,49,4,4,0,0,20,5,0.0,0.0,0.0,2,46,2,0,0,44,44,44,1,2,0,5,1,,0,0,0,0,46,0,0,0,2,66.7,30.06.2029,28.554132434671402
Konrad Laimer,at AUT,CM,27-097,"Sunday September 1, 2024",0,0,0.0,0.0,0.0,0.0,1,5,5,5,2,2,0,0,3,0,0.0,0.0,0.0,0,5,0,0,0,4,4,4,0,0,0,1,1,,0,0,0,0,5,1,0,0,0,,30.06.2027,5.642661142562051
Konrad Laimer,at AUT,"LB,RB",27-334,"Saturday April 26, 2025",0,1,0.0,0.0,0.1,0.1,5,69,69,69,6,6,2,2,20,0,0.1,0.1,0.2,7,63,6,0,0,66,66,66,0,5,0,29,2,100.0,0,2,4,1,60,2,5,0,2,100.0,30.06.2027,39.07117556145575
Donyell Malen,nl NED,LW,25-326,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,1,1,1,0,3,0,4,0,0.0,1,0,2,2,5,1,0,0,0,,-,-7.028379633936151
Maximilian Beier,de GER,RW,22-044,"Saturday November 30, 2024",0,1,0.1,0.1,0.2,0.2,1,11,11,11,1,1,0,0,2,1,0.2,0.2,0.1,0,11,0,0,1,7,7,7,0,1,0,5,1,0.0,1,1,1,1,9,1,3,1,0,,30.06.2029,4.459651676113769
Ritsu Doan,jp JPN,RM,26-314,"Saturday April 26, 2025",0,1,0.1,0.1,0.1,0.1,7,48,48,48,14,14,2,2,15,1,0.1,0.1,0.3,6,46,2,2,6,38,38,38,0,1,0,32,3,28.6,5,0,1,0,36,7,1,6,0,0.0,30.06.2030,39.25684855792457
Julian Brandt,de GER,AM,28-353,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,22,22,22,4,4,0,0,7,0,0.0,0.0,0.0,2,21,0,0,0,14,14,14,1,0,0,12,2,,0,0,0,0,18,4,0,0,0,,30.06.2026,25.563075000618785
Ritsu Doan,jp JPN,RW,26-104,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,43,43,43,6,6,1,1,10,3,0.0,0.0,0.1,5,40,3,0,4,29,29,29,0,0,0,28,2,25.0,3,2,2,2,36,11,0,4,1,50.0,30.06.2030,11.394247667368848
Maximilian Beier,de GER,"FW,RM",22-066,"Sunday December 22, 2024",1,3,0.9,0.9,1.0,1.0,4,20,20,20,0,0,0,0,5,0,1.0,1.0,0.1,1,20,0,0,0,15,15,15,0,2,0,17,5,,0,0,2,2,25,8,1,0,0,,30.06.2029,96.57827304935391
Maximilian Beier,de GER,AM,22-185,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,0,0,1,1,1,0,0.0,0.0,0.0,0,8,1,0,3,5,5,5,0,0,0,7,0,100.0,0,1,2,0,8,1,0,3,0,,30.06.2029,-10.772390078624074
Julian Brandt,de GER,CM,28-234,"Sunday December 22, 2024",1,3,1.0,1.0,0.7,0.7,4,34,34,34,8,8,1,1,10,7,0.7,0.7,0.3,6,34,0,1,2,27,27,27,0,1,0,13,5,100.0,0,2,5,1,32,4,0,2,0,,30.06.2026,77.36962511305055
Julian Brandt,de GER,AM,28-148,"Friday September 27, 2024",0,2,0.4,0.4,0.3,0.3,5,33,33,33,7,7,0,0,6,3,0.3,0.3,0.5,2,29,4,0,4,24,24,24,0,0,0,22,3,,0,0,3,0,33,13,0,4,0,0.0,30.06.2026,13.099460250665848
Ritsu Doan,jp JPN,AM,26-180,"Friday December 13, 2024",0,3,0.1,0.1,0.2,0.2,5,36,36,36,3,3,2,2,9,1,0.2,0.2,0.3,3,35,1,0,5,29,29,29,0,0,0,20,5,40.0,2,3,1,3,34,3,0,5,0,0.0,30.06.2030,33.43260009257973
Konrad Laimer,at AUT,"RB,LB",27-201,"Saturday December 14, 2024",0,0,0.0,0.0,0.1,0.1,3,59,59,59,3,3,1,1,20,0,0.1,0.1,0.2,3,54,5,1,1,44,44,44,0,3,0,18,0,50.0,1,2,3,0,45,4,4,1,0,0.0,30.06.2027,6.250835505548855
Maximilian Beier,de GER,"AM,DM",22-009,"Saturday October 26, 2024",0,0,0.0,0.0,0.0,0.0,1,11,11,11,1,1,0,0,2,0,0.0,0.0,0.0,0,11,0,0,0,9,9,9,0,0,0,5,1,0.0,0,0,1,0,11,2,0,0,0,,30.06.2029,9.339131389393634
Konstantinos Koulierakis,gr GRE,CB,21-015,"Friday December 13, 2024",0,3,0.1,0.1,0.0,0.0,2,49,49,49,2,2,0,0,21,4,0.0,0.0,0.0,7,48,1,0,2,40,40,40,0,4,0,7,4,,0,1,0,0,41,1,0,2,5,83.3,30.06.2029,39.2256907750598
Julian Brandt,de GER,AM,28-121,"Saturday August 31, 2024",0,2,0.2,0.2,0.0,0.0,1,33,33,33,0,0,0,0,7,1,0.0,0.0,0.0,3,30,2,0,1,27,27,27,1,2,0,14,1,,0,3,1,1,28,5,1,1,0,,30.06.2026,13.565643697605838
Julian Brandt,de GER,AM,28-169,"Friday October 18, 2024",0,3,0.4,0.4,0.6,0.6,8,48,48,48,8,8,2,2,19,2,0.6,0.6,0.7,2,44,4,3,4,43,43,43,0,0,0,38,3,40.0,2,2,1,2,43,9,0,4,2,100.0,30.06.2026,88.44182669856633
Maximilian Beier,de GER,FW,22-177,"Saturday April 12, 2025",1,2,0.7,0.7,0.1,0.1,4,21,21,21,1,1,1,1,3,0,0.1,0.1,0.1,0,21,0,0,0,15,15,15,0,0,0,15,4,50.0,1,1,1,0,24,7,0,0,0,0.0,30.06.2029,54.9272571166003
Donyell Malen,nl NED,RW,25-283,"Friday October 18, 2024",0,3,1.0,1.0,0.0,0.0,1,9,9,9,0,0,3,3,2,0,0.0,0.0,0.0,0,9,0,1,0,7,7,7,0,0,0,14,4,60.0,2,0,1,0,10,1,0,0,1,100.0,-,78.82163098990989
Konstantinos Koulierakis,gr GRE,CB,21-142,"Saturday April 19, 2025",0,0,0.0,0.0,0.1,0.1,1,40,40,40,2,2,0,0,19,4,0.1,0.1,0.0,2,35,4,0,1,30,30,30,1,3,0,3,1,,0,1,0,0,28,0,1,1,2,66.7,30.06.2029,21.756298876323896
Maximilian Beier,de GER,RW,22-001,"Friday October 18, 2024",0,0,0.0,0.0,0.0,0.0,1,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,1,0,4,0,0.0,1,1,0,0,4,0,2,0,1,100.0,30.06.2029,9.13731983599235
Konrad Laimer,at AUT,RB,27-187,"Saturday November 30, 2024",0,0,0.0,0.0,0.6,0.6,3,45,45,45,7,7,1,1,17,0,0.6,0.6,0.3,2,35,10,1,1,41,41,41,0,1,0,17,2,33.3,2,1,0,3,29,4,0,1,0,,30.06.2027,45.770936603271664
Julian Brandt,de GER,AM,29-015,"Saturday May 17, 2025",0,1,0.1,0.1,0.1,0.1,5,45,45,45,8,8,1,1,16,3,0.1,0.1,0.1,4,45,0,0,3,38,38,38,0,1,0,41,3,100.0,0,4,3,1,43,6,2,3,0,0.0,30.06.2026,34.98528555765506
Konrad Laimer,at AUT,RB,27-320,"Saturday April 12, 2025",0,2,0.1,0.1,0.1,0.1,5,62,62,62,10,10,0,0,18,0,0.1,0.1,0.1,6,55,7,0,0,51,51,51,0,1,0,22,4,,0,5,2,1,50,4,1,0,1,100.0,30.06.2027,39.82361663753244
Konrad Laimer,at AUT,AM,27-194,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,30.06.2027,3.7897002972517324
Konstantinos Koulierakis,gr GRE,CB,21-079,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,1,60,60,60,3,3,1,1,23,7,0.0,0.0,0.0,2,55,5,0,0,47,47,47,0,4,0,0,0,100.0,0,0,0,0,46,0,2,0,0,0.0,30.06.2029,7.340947084832198
Donyell Malen,nl NED,RW,25-333,"Saturday December 7, 2024",0,3,0.2,0.2,0.0,0.0,1,16,16,16,2,2,1,1,3,0,0.0,0.0,0.0,1,15,0,0,1,12,12,12,1,0,0,18,5,100.0,0,1,1,0,20,10,0,1,0,,-,23.760702910584158
Konrad Laimer,at AUT,RB,27-355,"Saturday May 17, 2025",0,1,0.0,0.0,0.0,0.0,4,68,68,68,10,10,0,0,17,1,0.0,0.0,0.1,8,63,5,0,1,59,59,59,0,0,0,38,5,,0,5,0,0,56,4,2,1,1,100.0,30.06.2027,76.37054804633311
Konrad Laimer,at AUT,RB,27-207,"Friday December 20, 2024",1,1,0.3,0.3,0.3,0.3,5,43,43,43,4,4,0,0,13,0,0.3,0.3,0.2,4,38,5,0,1,43,43,43,0,0,0,21,2,0.0,1,4,0,3,37,4,1,1,0,0.0,30.06.2027,51.984401720225534
Konrad Laimer,at AUT,LB,27-341,"Saturday May 3, 2025",0,2,0.3,0.3,0.1,0.1,3,60,60,60,4,4,2,2,21,1,0.1,0.1,0.1,2,49,11,1,1,50,50,50,0,1,0,23,4,66.7,1,4,4,1,46,7,0,1,0,,30.06.2027,34.034216100175065
Donyell Malen,nl NED,RW,25-291,"Saturday October 26, 2024",1,1,0.5,0.5,0.0,0.0,2,23,23,23,0,0,2,2,5,0,0.0,0.0,0.0,0,23,0,0,2,15,15,15,0,0,0,12,4,66.7,1,0,2,0,25,9,0,2,0,0.0,-,36.02639847622914
Ritsu Doan,jp JPN,RW,26-167,"Saturday November 30, 2024",1,1,0.1,0.1,0.1,0.1,4,26,26,26,1,1,2,2,7,3,0.1,0.1,0.1,0,26,0,0,3,20,20,20,0,3,0,11,2,100.0,0,2,2,1,28,3,0,3,0,,30.06.2030,27.23890238876256
Maximilian Beier,de GER,RW,22-059,"Sunday December 15, 2024",0,0,0.0,0.0,0.0,0.0,0,11,11,11,0,0,1,1,1,0,0.0,0.0,0.1,0,10,1,0,0,9,9,9,0,0,1,5,1,25.0,2,0,1,0,12,3,0,0,0,,30.06.2029,17.382618125330975
Ritsu Doan,jp JPN,RW,26-125,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,1,38,38,38,3,3,2,2,7,3,0.0,0.0,0.0,2,38,0,0,1,28,28,28,0,0,0,19,3,28.6,5,2,0,2,34,5,0,1,1,50.0,30.06.2030,28.037399619829408
Donyell Malen,nl NED,FW,25-235,"Saturday August 31, 2024",0,1,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,8,1,0.0,1,1,2,1,7,3,0,0,0,,-,-1.3297809981865392
Ritsu Doan,jp JPN,RW,26-244,"Saturday February 15, 2025",0,1,0.3,0.3,0.0,0.0,2,20,20,20,1,1,1,1,7,1,0.0,0.0,0.0,5,20,0,0,0,14,14,14,0,4,0,9,2,50.0,1,0,3,1,19,7,1,0,1,33.3,30.06.2030,8.875786530063385
Maximilian Beier,de GER,RW,22-051,"Saturday December 7, 2024",0,1,0.1,0.1,0.0,0.0,3,28,28,28,1,1,1,1,7,0,0.0,0.0,0.0,0,27,1,0,2,21,21,21,0,1,0,14,3,100.0,0,0,2,0,19,10,1,2,0,,30.06.2029,-3.381443289472518
Julian Brandt,de GER,CM,28-345,"Saturday April 12, 2025",0,1,0.0,0.0,0.2,0.2,2,26,26,26,2,2,1,1,6,2,0.2,0.2,0.1,0,24,1,0,0,16,16,16,1,0,0,8,1,33.3,2,2,1,1,22,2,0,0,1,100.0,30.06.2026,15.641671091775123
Patrik Schick,cz CZE,FW,29-036,"Saturday March 1, 2025",1,4,0.6,0.6,0.1,0.1,3,16,16,16,0,0,1,1,4,0,0.1,0.1,0.1,1,16,0,0,0,13,13,13,0,0,0,12,9,100.0,0,0,3,0,21,5,0,0,1,50.0,30.06.2030,59.770336262030014
Patrik Schick,cz CZE,FW,28-356,"Tuesday January 14, 2025",0,2,0.4,0.4,0.0,0.0,2,7,7,7,0,0,1,1,2,0,0.0,0.0,0.0,0,7,0,0,0,5,5,5,0,1,0,8,3,50.0,1,0,2,0,9,1,1,0,1,33.3,30.06.2030,17.301450298153416
Patrik Schick,cz CZE,FW,28-282,"Friday November 1, 2024",0,1,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,1,3,0,0,0,2,2,2,0,0,0,1,1,,0,0,0,0,4,1,1,0,1,100.0,30.06.2030,11.598215572629075
Patrik Schick,cz CZE,FW,28-220,"Saturday August 31, 2024",0,0,0.0,0.0,0.1,0.1,1,5,5,5,0,0,0,0,1,0,0.1,0.1,0.0,0,4,1,0,0,5,5,5,0,0,0,2,1,,0,0,0,2,6,2,1,0,1,100.0,30.06.2030,8.303548914620741
Patrik Schick,cz CZE,FW,29-051,"Sunday March 16, 2025",1,5,0.9,0.9,0.0,0.0,2,18,18,18,0,0,0,0,4,0,0.0,0.0,0.1,1,18,0,0,0,13,13,13,0,1,0,16,10,,0,0,3,1,22,3,1,0,0,0.0,30.06.2030,75.80692025958514
Patrik Schick,cz CZE,FW,28-269,"Saturday October 19, 2024",0,1,0.9,0.9,0.0,0.0,0,5,5,5,0,0,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,5,5,5,0,1,0,3,1,,0,0,1,0,5,0,0,0,2,100.0,30.06.2030,26.85374942717498
Patrik Schick,cz CZE,FW,28-276,"Saturday October 26, 2024",0,1,0.0,0.0,0.0,0.0,0,12,12,12,0,0,1,1,1,0,0.0,0.0,0.0,0,12,0,0,0,6,6,6,0,0,0,13,5,33.3,2,0,0,0,13,7,0,0,2,100.0,30.06.2030,31.195526318553867
Patrik Schick,cz CZE,FW,28-304,"Saturday November 23, 2024",3,6,1.4,1.4,0.0,0.0,1,37,37,37,2,2,1,1,6,0,0.0,0.0,0.1,1,35,2,0,0,32,32,32,0,1,0,36,12,25.0,3,2,1,5,42,16,1,0,3,75.0,30.06.2030,128.84849121524437
Patrik Schick,cz CZE,FW,29-086,"Sunday April 20, 2025",1,1,0.4,0.4,0.0,0.0,1,8,8,8,2,2,0,0,2,0,0.0,0.0,0.0,0,8,0,0,0,7,7,7,0,0,0,9,3,0.0,1,0,2,0,11,1,2,0,1,33.3,30.06.2030,31.018110663784118
Patrik Schick,cz CZE,FW,29-043,"Saturday March 8, 2025",0,1,0.1,0.1,0.0,0.0,3,20,20,20,1,1,1,1,6,0,0.0,0.0,0.1,0,18,2,0,0,17,17,17,0,0,0,9,1,100.0,0,0,1,0,19,5,1,0,1,25.0,30.06.2030,-4.381699405051851
Patrik Schick,cz CZE,FW,28-255,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0.0,30.06.2030,2.986867523550254
Patrik Schick,cz CZE,FW,28-311,"Saturday November 30, 2024",1,5,0.4,0.4,0.0,0.0,2,24,24,24,3,3,1,1,8,0,0.0,0.0,0.0,1,23,1,0,0,16,16,16,0,0,0,17,6,100.0,0,0,2,2,30,6,0,0,3,42.9,30.06.2030,42.336203109913555
Patrik Schick,cz CZE,FW,29-113,"Saturday May 17, 2025",2,3,1.1,0.3,0.0,0.0,1,14,14,14,0,0,0,0,3,0,0.0,0.0,0.0,0,13,1,0,0,10,10,10,0,2,0,7,4,0.0,1,0,3,1,22,2,2,0,5,38.5,30.06.2030,46.30847309429683
Patrik Schick,cz CZE,FW,29-078,"Saturday April 12, 2025",0,6,0.4,0.4,0.0,0.0,1,9,9,9,1,1,1,1,2,0,0.0,0.0,0.0,0,9,0,0,0,7,7,7,0,0,0,15,5,50.0,1,0,1,3,20,7,2,0,4,66.7,30.06.2030,16.947957890090994
Patrik Schick,cz CZE,FW,28-234,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,1,1,,0,0,0,1,2,2,0,0,0,,30.06.2030,0.6095719247325331
Patrik Schick,cz CZE,FW,28-360,"Saturday January 18, 2025",1,4,0.7,0.7,0.0,0.0,0,25,25,25,2,2,0,0,5,1,0.0,0.0,0.0,2,24,1,0,0,21,21,21,0,2,1,10,5,,0,0,0,3,26,7,2,0,3,100.0,30.06.2030,61.877624073400156
Patrik Schick,cz CZE,FW,28-290,"Saturday November 9, 2024",1,4,0.7,0.7,0.3,0.3,3,17,17,17,1,1,0,0,3,0,0.3,0.3,0.1,0,17,0,0,0,15,15,15,0,0,0,21,10,0.0,1,0,1,0,21,6,0,0,0,0.0,30.06.2030,94.49714879734397
Patrik Schick,cz CZE,FW,28-332,"Saturday December 21, 2024",4,7,1.1,1.1,0.0,0.0,3,19,19,19,2,2,1,1,2,0,0.0,0.0,0.2,0,18,1,0,0,16,16,16,0,0,0,18,8,100.0,0,0,2,3,27,8,2,0,1,33.3,30.06.2030,105.97960514205134
